review_id,rating,review,Clean_Text,label,label_lexicon,lex_score
Ci9DQUlRQUNvZENodHljRjlvT2t0UmJrWm5UblF4VkhacU4wVkZjbEk0VUd0aWRtYxAB,5,"Anak* happy sekali menginap d grandmercure,pelayanan nya juga good banget,,,terimkasih kaka nur jg sudah sangat ramah👍🏻👍🏻🫶🏻 … Lainnya",happy inap grandmercure layan good banget terimkasih ramah,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT25SQ1dqTXpURTh6TnpKNlNYbHhiVnBsZERoTVFWRRAB,5,"Lokasi sangat strategis, dekat mall dan pusat perbelanjaan, fasilitas nya sangat bagus, kamar bersih, makanan nya enak dan banyak variasi, pelayananannya juga oke banget, karyawan ramah dan helpfull 😊 … Lainnya",lokasi strategis mall pusat belanja fasilitas bagus kamar bersih makan enak variasi pelayananannya banget karyawan ramah helpfull,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT201clJpMUdWRXRLTmtwU1FsRm1jMHBYVVhwS1UyYxAB,5,"Breakfast nya cocok sekali, enak dan
lengkap. Servisnya oke. Dibantu mba Lena. Terbaik!Kamar:… Lainnya",breakfast cocok enak lengkap servis bantu kamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t4NmNqaFlhRzlpUzJNNVRVaG1abVI0TUY5MmNIYxAB,5,"Hotel ternyaman di jogja, fasilitas lengkap dan pelayanan ramah. Hanya saja jarak ke pusat wisata malioboro lumayan jauh.
Selebihnya ⭐️5 Lainnya",hotel nyaman jogja fasilitas lengkap layan ramah jarak pusat wisata malioboro lumayan,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tKZlNYbzFXWEZWVkRZdE1VWmpUR3RXVTJsR1kxRRAB,5,Menu makanan sudah cukup berfariasi dan rasa sudah cukup nyaman. Tempat juga cukup memadai.  Dibantu oleh training atas nama Lena. Lainnya,menu makan berfariasi nyaman bantu training,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25oSmFEUmtNbVZ5ZG1kYWJWZERWalowY0UxWk1XYxAB,5,Terima kasih atas pelayanan yang memuaskan oleh mbak Tania Gertha. Semoga bisa menginap lagi di sini Lainnya,terimakasih layan puas gertha moga inap,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT21KS2VYRm1UbFoyZWxkd2NIVmFWSE5uZEVkMk1WRRAB,5,"Mbak Tania pelayanan ramah, sangat sigap. Menu breakfast enak, tempat nyaman, dan rapiKamar: … Lainnya",layan ramah sigap menu breakfast enak nyaman rapi kamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t4SVRWQnRTWEJTZVZwbmRqUllaMDB5U210cVVVRRAB,5,"Menu sarapannya lengkap bgt, petugas pelayannya juga baik baik, kamar bersih nyamanJenis perjalanan… Lainnya",menu sarapan lengkap banget tugas layan kamar bersih nyaman,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT210V05qRkVXR2hOUTFkaFRXZzFVbFZGTld0eE1rRRAB,5,"Pelayan memuaskan  , makanan enak . Di bantu mbak lenaaKamar: 5… Lainnya",layan puas makan enak bantu lenaa,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xSdk9XWkZNMnc1TUc1RGRtdHBTMDkxT0ZJek1sRRAB,5,"hotel bagus rapi bersih, dekat jalan raya, pelayanan sangat bagus top pokoknya 😇 …Kamar: 5… Lainnya",hotel bagus rapi bersih jalan raya layan pokok,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xSb05EVndRblJGWjFGdk9HOTBhR3N6VkhNellsRRAB,5,"Cukup berkesan menginap disini, pelayanan bagus dan ramah, kamar bersih makanan enak2 cocok untuk liburan keluarga Lainnya",kesan inap layan bagus ramah kamar bersih makan enak cocok libur keluarga,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xkelRuVmpSWGhTYjJWNFUxZzRWSEIzZDJWeE1tYxAB,5,"Sudah menginap disini, stafnya ramah ramah, kamar nyaman, dekorasinya sangat unik bikin betahKamar:… Lainnya",inap staf ramah kamar nyaman dekorasi unik bikin betah,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2xGV1IwSmpNMFJoUjJ0V2IySnJNRXhmVDFWSVIyYxAB,5,"The best pengalaman menginap dan semua makanan disini enak, pelayanan sangat ramahKamar: 5… Lainnya",alam inap makan enak layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tKUlltdzRaRTFCY0dkM1ozVm9jRnAzV0dNM1prRRAB,5,"Rekomend deh klo nginap disini ,staf ramah,hotel bersihKamar: 5… Lainnya",rekomended nginap staf ramah hotel bersih,positif,positif,1
ChZDSUhNMG9nS0VLVHB5UEdaN2IyX2R3EAE,5,"Puas banget deh dengan pelayanan di hotel ini, mulai dari fasilitas hingga makanan nya rekomend banget buat yang mau nyari hotel bintang lima dengan harga yang masih dibilang standar, suasana hotel juga nyaman dan asri bikin jadi betah … Lainnya",puas banget layan hotel fasilitas makan rekomended nyari bintang harga bilang standar suasana nyaman asri bikin betah,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2pkVVNIWmFaM0UwWjIxTVVrdG9UM1Z4TmpKQ1pIYxAB,5,"Untuk sarapan sangat bervariatif kamar bersih dan sangat nyaman, untuk pelayanan thania sangat ramah dan baik Lainnya",sarapan variatif kamar bersih nyaman layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tsa1kyVnlSelpyYWxwbGRVTjNhM2R6Y1hCS1JGRRAB,5,"grand mercure, hotelnya mantap, breakfast dan makanannya sangat enak dan lezat.Kamar: 5… Lainnya",grand mercure hotel mantap breakfast makan enak lezat,positif,positif,3
ChZDSUhNMG9nS0VJQ0FnTUNvbS1hRkdBEAE,5,"Kami stay di hotel ini dari jumat smp minggu siang. Sangat nyaman. Staff helpfull dan kind.. lokasi strategis kebetulan anak lagi demam, jadi bisa periksa di RS Siloam sebelah hotel.. Mau ke Gereja Katolik perjalanan 30 menit smp 1 jam. … Lainnya",stay hotel jumat minggu siang nyaman staff helpfull kind lokasi strategis demam periksa siloam belah gereja katolik jalan menit,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25FNE9HWkVOVzVLVUV0RmJtWktVM000ZHprNE1HYxAB,5,"Pelayanan ramah, tempatnya nyaman dan menu sarapannya enak enak

Dibantu oleh LenaKamar: 5… Lainnya",layan ramah nyaman menu sarapan enak bantu,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25kZlYyMHRlVlpWZDNGNlRtTTBZek5qVkRoTFdYYxAB,5,Kamarnya bersih nyaman dan makannya enak... Lokasi strategis deket mau kemana manaJenis perjalanan… Lainnya,kamar bersih nyaman makan enak lokasi strategis deket,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pGR2JVMHlaVUpHVHpBeWNVdEliR2gzZFc1SVZuYxAB,5,Sangat luar biasa ..dapan menikmati sarapan pagi dengan hidangan yang sangat liar biasa. Di bantu mbak lena Lainnya,nikmat sarapan pagi hidang liar bantu,positif,positif,2
ChZDSUhNMG9nS0VNU1V6cFhXbzg3bFV3EAE,5,"Lokasi hotel strategies dekat kemana mana, service dari para staf memuaskan , salam untuk mba thania yang menyapa di restoran rekomendasi tempat wisatanya mantap lengkap.  next time akan kembali lagi kesini. Lainnya",lokasi hotel strategies service staf puas salam sapa restoran rekomendasi wisata mantap lengkap next time kesini,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25FMmJsQlpVa3d4WW1sSVRXc3RTbTVoUjBOWWRWRRAB,5,"Kamar n makan Mantappp, fasilitas bagus.
Mei riskaJenis perjalananLibu… Lainnya",kamar makan mantap fasilitas bagus riska,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25jM1dHNTZWbEE1YkVabk56RmlhV1pLWVhadFFsRRAB,5,Menyenangkan untuk semua pelayanannya baik breakfast dan kamarnya .. terimakasih banyak mba silvia atas pelayanannya Lainnya,senang layan breakfast kamar terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25SemQwMVdZbmwwZVRVNU1sTjVUQzF3VG1SdFFuYxAB,5,"sarapannya enak, lokasi strategis, dibantu oleh citra pelayanan baikKamar: 5… Lainnya",sarapan enak lokasi strategis bantu citra layan,positif,positif,1
ChZDSUhNMG9nS0VJQ0FnTURJeTVPV0VnEAE,5,"Mulai dari pelayanan yang ramah dan profesional, hingga suasana yang nyaman dan elegan, semuanya terasa sempurna. Kamar yang saya tempati sangat bersih dan dilengkapi dengan fasilitas yang lengkap, memberikan kenyamanan maksimal selama saya … Lainnya",layan ramah profesional suasana nyaman elegan sempurna kamar bersih lengkap fasilitas maksimal,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pJeU4wdFdWMUpVT1d4ZmRUWkxNbnBtZUhCWWFsRRAB,5,"Suasana kamar, hotel nya bagus, bersih dan nyaman, dan breakfastnya banyak variant dan enak enakJeni… Lainnya",suasana kamar hotel bagus bersih nyaman breakfastnya variant enak jeni,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pkak1tTmZZMmQyWm14elJucEtNa0ZqU2psTlRFRRAB,5,"Sarapan enak, bervariasi. Terima kasih mba lena untuk bantuannyaKamar: 5… Lainnya",sarapan enak variasi terimakasih bantu,positif,positif,1
ChZDSUhNMG9nS0VJQ0FnTUNvbUkyWmV3EAE,5,"Terimakasih atas pelayanan yang memuaskan selama menginap 3 hari disini. Diluar ekspektasi bisa request pas jam sahur padahal bukan bulan ramadhan,juga menu take away juga diluar ekspektasi lengkap,enak enak dan banyak. Terimakasih banyak. Semoga terus dipertahankan Lainnya",terimakasih layan puas inap ekspektasi request sahur ramadhan menu take away lengkap enak moga tahan,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT21sME9WVnZXRFZuVTNkdlNVZE1Oa1kwTTBaamNFRRAB,5,"Sarapannya worhted banget.. semua lezat..varian menunya lengkap, rasanya mengakomodasi semua selera. Pelayanan luar biasa. Ruang meeting nyaman. Lainnya",sarapan worhted banget lezat varian menu lengkap akomodasi selera layan ruang meeting nyaman,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2xaMlZ6TnZZazlwUzNKaGJYaG1WVmhsVUhSc1IxRRAB,5,"Untuk pelayanananya sangat memuaskan, dan makanannya sangat mantap dan enak sekali👍👍 …Jenis perjalan… Lainnya",pelayanananya puas makan mantap enak jenis jalan,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21oRFFUZGpXRFJ3TFVKU2NWOTBialJGV0VKdlkxRRAB,5,"Kamar nyaman, breakfast menarik banyak pilihan dan enak.Kamar: 5… Lainnya",kamar nyaman breakfast tarik pilih enak,positif,positif,1
ChdDSUhNMG9nS0VJQ0FnTURRM2ZiTmpBRRAB,4,"Saya menginap 5 malam disini. Kamarnya cukup baik dengan rate harga nya, namun tidak juga dengan kamar mandinya. Breakfast variasi menunya yang menurut saya bagus namun tidak dengan ikannya. Lokasi hotel ini sangat strategis sehingga saya … Lainnya",inap malam kamar rate harga mandi breakfast variasi menu bagus ikan lokasi hotel strategis,positif,positif,2
ChZDSUhNMG9nS0VNS2xnSVBuczRIcFVREAE,5,"Kamar sangat luar biasa,pelayanan semua dengan ramah serta lokasinya dekat dgn perbelanjaan,semoga selalu melayani dgn hati terus dan rejekinya mengalir terus dan berkah Lainnya",kamar layan ramah lokasi belanja moga hati rejekinya alir berkah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tKa1luQnBiRVF5WTBobFdYZ3liUzFVUm1wZlVtYxAB,5,"Makanan enak, room service nya bagus
Senang menginap disiniKamar: 5… Lainnya",makan enak room service bagus senang inap,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tWeWRucERTR015YVhkUVRrcHJhWE4zVGxWS01WRRAB,5,nyaman makananya enak dan pelayananya juga ramah pokoknya best bangetKamar: 5… Lainnya,nyaman makananya enak pelayananya ramah pokok banget,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xaS1NrdGtXVzVxZFVSc1JtcHJhVU0zVlVKaVFtYxAB,5,Rasa sarapan di hotel grand marcure pagi ini luar biasa...mb lena melayani kami dengan baik sekali...👍👍👍 … Lainnya,sarapan hotel grand marcure pagi layan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25NdFRVTlNTSHBmTkVWTmNqZFdObmh3VmtWbU5FRRAB,5,"Kamarnya nyaman, pelayannya ramah, makannya lengkapJenis perjalananBis… Lainnya",kamar nyaman layan ramah makan lengkap,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21sQ2JVVktUV2w1YzBkcWFsbDZiSFoxYkVrME1FRRAB,5,"hotel yang standar bintang lima banget
pelayanannya juga ramah ramahKamar: 5… Lainnya",hotel standar bintang banget layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xJeWFYVlVZbnB2WWtKSVltOHhkMkp3WTNVNFdsRRAB,5,Kalo untuk playanan mantap markotop trus makanan menu nya komplet enak lagiKamar: 5… Lainnya,kalo playanan mantap markotop trus makan menu komplet enak,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21WaWFuRklTRzlTWkRka2NrTnhUVzFJTkY5elIyYxAB,5,"Sarapannya mayan komplit dan enak2.
Pelayanan mbak lena top bangetKamar: 4… Lainnya",sarapan mayan lengkap enak layan bagus banget,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xSVVZXRXhabnBvYzJweExVaGZjelJ2TFZJd01tYxAB,5,sarapan nya enak dan pelayanan mba silviaa mantapKamar: 5… Lainnya,sarapan enak layan mantap,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT210TVFXNDROSEZSVlRRdFVuWkNWM1p6VVdwSk5tYxAB,5,"Pelayanan ramah, nyaman, tengah kota, menunya enak2, bersih, estetik, puas pokoknya nginep disiniKamar:… Lainnya",layan ramah nyaman kota menu enak bersih estetik puas pokok nginep kamar,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xaclFWVnNNSE4xWlRoRlNXazJaMk56WjNCUmQyYxAB,5,Breakfeast di grand mercure jogja makanannya g ada yang mengecewakan jempol delapan semua terutama utk training mbak lena sangat membantu terima kasih Lainnya,breakfeast grand mercure jogja makan kecewa jempol delapan utama training bantu terimakasih,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21oNkxXbHZhSFl3Wm05MVpEZHRjQzFzT0hWQk5VRRAB,5,"Pelayanan ramah dan sopan, kamar bersih dan nyaman dengan ammenities yg lengkap, variasi menu sarapan beragam. Terima kasih. Lainnya",layan ramah sopan kamar bersih nyaman ammenities lengkap variasi menu sarapan ragam terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xOQllWWktjbkkyY1Y5TmMycFVSRTAzZUdoSVdrRRAB,5,"Sarapan dan pelayanannya mantap, kamar nya bersih.. Mba nya juga ramah @Silvia  🥰 …Jenis perjalanan… Lainnya",sarapan layan mantap kamar bersih ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2twNFlXUlJXVGhXZEZvdGFWQXpiMVZoYmtOek1VRRAB,5,"Hotel nya bagus murah dan nyaman , makanan nya jg enak enakJenis perjalanan… Lainnya",hotel bagus murah nyaman makan enak,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT214bmQwTmlOak16ZURodWVsQlZibFEyTW1kVFNFRRAB,5,"Great accomodation, great food, and great atmosphere

Pelayanan mba silvia sangat baik dan ramahJeni… Lainnya",great accomodation food atmosphere layan ramah jeni,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21GQ2JtRmhUbkpUVVcxTWRVTm5aREZxV214RVdtYxAB,5,"untuk makan siang pada hari ini sangat enak dan memuaskan, pelayanan nya juga ramahJenis perjalanan… Lainnya",makan siang enak puas layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21WcE1XVlBUa05OVEdReE4wTnpNWGRQYWxsdmIyYxAB,5,"Pengalaman menginap yang bagus ditambah breakfast yang luar biasa, lengkap dan lezat.Kamar: 5… Lainnya",alam inap bagus breakfast lengkap lezat,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT201cWQwbEhSVlpGVkUxVVpucEhaMjVaYlVvelRFRRAB,5,sarapan paginya sangat enak dan layanan atas nama fifin baik  dan ramah saya sangat puasKamar:… Lainnya,sarapan pagi enak layan ramah puas kamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xJMlUweEtZMUoxTFU0ekxURnRZVkpIUWtkcVJFRRAB,5,"Lokasi strategis, tapi kalau pagi hari kerja macet, menu sarapan kurang variatifJenis perjalanan… Lainnya",lokasi strategis pagi kerja macet menu sarapan variatif,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2sxQ2JXeGFWVU5ZWTJoZlJXOWhWSGxJV0hkdFZYYxAB,3,"Toilet tempat seminar bau bro.
Makanan enak dan variatif.Kamar: 4… Lainnya",toilet seminar makan enak variatif,netral,netral,0
Ci9DQUlRQUNvZENodHljRjlvT2s1VWIwRlpaRkYxV0VzNFlVTlVXUzA0U2toV2EyYxAB,5,Sarapan nya enak dan sangat puas dan juga lengkap pelayanan mbak lena juga baikKamar: 5… Lainnya,sarapan enak puas lengkap layan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pkSE1qSkNjM2xrWlRWU2RFczJRWGsxV0hOME9VRRAB,5,"pelayanannya oke bangett, kamarnya nyaman. The best👍🏼 …Jenis perjalanan… Lainnya",layan banget kamar nyaman,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21SYVVqUklNalZ5ZUVSaFgzZDNSblZYWWpOa2NIYxAB,5,Hotelnya nyaman makananya oke pelayananya baik sangat membantu tamuJenis perjalanan… Lainnya,hotel nyaman makananya pelayananya bantu tamu,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2treFYwWmFhbU5TYmpReFJFVXhObXBPVVhsSlNHYxAB,5,pelayanan dan makanan sangat baik. terima kasih mba lena untuk pelayanannya yang sangat ramah,layan makan terimakasih ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pnM1MxVnFTRkZYY2paTlZuSnlPR2RHVjJGNlNrRRAB,5,"Hotel bintang 5 di Jogja, tempatnya nyaman, pelayanan oke, kamar bersih, makanannya enak. Deket ke mana-mana. Lainnya",hotel bintang jogja nyaman layan kamar bersih makan enak deket,positif,positif,3
ChdDSUhNMG9nS0VJQ0FnTUNJXzUtcDNRRRAB,5,"Grand Mercure Yogyakarta menawarkan pengalaman menginap yang berkesan dengan sentuhan budaya Jawa yang kental namun tetap modern, terlihat dari desain interior nuansa Borobudur hingga keramahan stafnya, dilengkapi dengan fasilitas lengkap … Lainnya",grand mercure yogyakarta tawar alam inap kesan sentuh budaya jawa kental modern lihat desain interior nuansa borobudur ramah staf lengkap fasilitas,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tWaWJIVkxkRzlQZFcxYVlXMXJkV1ZZVWs5cWJXYxAB,5,Untuk dinner malam ini menunya oke sesuai dengan selera sayaKamar: 5… Lainnya,dinner malam menu sesuai selera,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2twRVFYRkxMVFp1ZURoSldEYzNRVVI1Wm5oNFkwRRAB,5,"Sarapannya enak bervariasi, kamar luas n bersihJenis perjalananBisnis… Lainnya",sarapan enak variasi kamar luas bersih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25weVVrVmtOamh2WVdsdFUyWnpOVjlQV0ZremJuYxAB,5,Sarapan pagi sangat memuaskan dan sangat enak enak dan layanan atas nama fifin sangat baik dan cepat Lainnya,sarapan pagi puas enak layan cepat,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tab1YwMVdSbEpGVmpGQmRFaE9jR1psTFZwc2VXYxAB,5,"Hotelnya enak
pelayanan ramah
sarapan paginya enak2 … Lainnya",hotel enak layan ramah sarapan pagi,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pBMlEzcHVVMGQ0YmpoU01ETXRUekJtYTI0M2JXYxAB,5,Hotel yang sangat nyaman dan pelayanan yang luar biasa ..so friendlyKamar: 5… Lainnya,hotel nyaman layan friendly,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25Vd2JrMUdjWGxDY0RRNGVsaEROV1ExY21wbk5tYxAB,5,"Kamarnya nyaman, fasilitas bagus, sarapan enakKamar: 5… Lainnya",kamar nyaman fasilitas bagus sarapan enak,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21NeVNYUjFkR0ZMUWsxRlIwOTRja0ZSVjIxV1kyYxAB,5,"Makanannya enak"", paling favorit nasi goreng buat anak, dan overalla goodKamar: 5… Lainnya",makan enak favorit nasi goreng overalla good,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21GbWJGWnpjR3BzYXpOWlluSTNaVnBNVUROUWFWRRAB,5,"Sarapannya mantap, enak, pelayanan yang baikk, terimakasih kak LenaKamar: 5… Lainnya",sarapan mantap enak layan baikk terimakasih,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tkSlltaERNbHAwT1RCaWJVSlNWa0Z3ZW5acVdIYxAB,5,"Kamarnya luas & nyaman, bersih
PeLayanannya bagus
Balroom luas untuk acaraKamar: 5… Lainnya",kamar luas nyaman bersih layan bagus balroom acara,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xodU1tSmxlR1ZxTmpaVFkyVmhSbmt5Y21OU2FYYxAB,5,untuk sarapan paginya sangat enak dan memuaskan dan layanan atas nama fifin sangat memuaskanKamar:… Lainnya,sarapan pagi enak puas layan kamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xwalFrTjJRbUpFVjA5WGIyc3pRMHhVZWxVMlRXYxAB,5,"Sangat memuaskan pelayanan mbak Silvia
Makananya juga lezatKamar: 5… Lainnya",puas layan makananya lezat,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tWdWFGRXRha0Z3U0U0eVVtRlhUVzh0TWpKclZHYxAB,5,"Pelayanan nya bagus,,,
Ka fifin ramah dan cekatan sukses yahh untuk fifin n grand mercureKamar:… Lainnya",layan bagus ramah cekat sukses grand mercure kamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pablNVTjVXbGR0U0RoWldsOUViVFpJTVRReVJVRRAB,5,"Untuk sarapan enak Variasi makanan lengkap
Dengan kondisi kamar yang nyamanGrup perjalanan… Lainnya",sarapan enak variasi makan lengkap kondisi kamar nyaman,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tzMGVESndVRnB4YkdObFJFSlBablJMV0RScFdtYxAB,5,"Banyak menu sarapannya 👍👍
Makasih layanannya mba Cerita 😍😍 …Kamar: 5… Lainnya",menu sarapan makasih layan cerita,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21ReU5WTktOVlUxYTFWTVRVVkNURE01TFhORGVIYxAB,5,Breakfast disini enak banget! Mba nya ramah ramah makanannya lengkap <3Kamar: 5… Lainnya,breakfast enak banget ramah makan lengkap,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xVMlQydFNPVVZVWVc1bWVEWTBUbFpEU2pjMWFuYxAB,5,"Pelayanan staff nya ramah, kamar nya juga bersih dan wangiKamar: 5… Lainnya",layan staff ramah kamar bersih wangi,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2sxMGJFdFBlVmhFY2pkRFdEWlZNbEJrZFRONlFXYxAB,5,Tempat nya nyaman pelayanan yang sangat baik sungguh memuaskanJenis perjalanan… Lainnya,nyaman layan sungguh puas,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2s1ZldGRnBkMDlSUjJ0a05tTllWbFIwZFhoQ01uYxAB,5,"Kamar oke sesuai ekspektasi, pelayanan sigap dan staff sangat membantu. Terima kasih 👍👍 …Kamar:… Lainnya",kamar sesuai ekspektasi layan sigap staff bantu terimakasih,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2w5TlFWRTFOeTE1WkVaT1JsTlRjMEpPVDNsQ1JsRRAB,5,"Hotel yang menyenangkan dengan breakfast nya yang enak, anak2 suka 👍🏻 …Jenis perjalanan… Lainnya",hotel senang breakfast enak suka,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT201a09HcHFTV0kyYUV4eFp6aDVTRWhwTTJWdGVuYxAB,5,"Terimakasih kasih atas pelayanannya, sarapan yang luar biasa, dan terimakasih atas pelayanan saudari lena Lainnya",terimakasih layan sarapan saudari,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT201MmFWRnJiMkZsUTFjNE0yaERSRGRJY2psQlJHYxAB,5,Sarapan dan break fast bagus serta memuaskan dan pelayanan ramah dari mba lenaKamar: 4… Lainnya,sarapan break fast bagus puas layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21aeE9GcHlRMnB2TkhwemVEZFdaamQzVTNWM0xVRRAB,5,"Hotel ditengah kota, kamar nyaman, layanan bagus, sarapan oke  banget, terimakasih mbak taniaJenis p… Lainnya",hotel kota kamar nyaman layan bagus sarapan banget terimakasih jenis,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tWSlFVZzBWM04zWWtOM1JTMVlaME0yWlRacmExRRAB,5,"hotelnya bagus, fasilitasnya juga, tempatnya luas pokoknya terbaikKamar: 5… Lainnya",hotel bagus fasilitas luas pokok,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2s4MGVqVkdlRUpzYlhkelNGZFlWbGczWmxJMlVtYxAB,5,"Pelayanan bagus, letak hotel yg strategis tentunya sangat nyaman untuk menginap",layan bagus letak hotel strategis nyaman inap,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tVMWEwVkdZWHBTY0dOM2RuaHJZVGx2T0dkcFdYYxAB,5,"makanannya enak cocok, mantap, pelayanannya juga ramahJenis perjalanan… Lainnya",makan enak cocok mantap layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pGeFNWZGxNMlJLT0d4SlFqUlhUMnQzV0ZsRE1rRRAB,5,"Menu lunch makanan baik, luar biasa
Pelayanan sangat baik.Kamar: 5… Lainnya",menu lunch makan layan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21KMWJ6QnZTRXRzVWxWMk5XVlFZa3RXY3pSaGNVRRAB,5,"untuk kebersihan restonya bintang 5, sewaktu sarapan di sambut dengan staf yang ramah""Kamar: … Lainnya",bersih restonya bintang sarapan sambut staf ramah kamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2sxa1NWOVRZVGhzVHpCT1QwcHllR2xyYVVrd2RFRRAB,5,"Lokasi strategis, pelayanan oke, ramah dan santun kstafnya, khas yogyakarta.Kamar: 5… Lainnya",lokasi strategis layan ramah santun kstafnya khas yogyakarta,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21GM1oyVnlaMkUzTlRrMFFXZHRNV2hVWTJ0eE4xRRAB,5,"Kamarnya luas, nyaman, dan pelayanannya ramahKamar: 5… Lainnya",kamar luas nyaman layan ramah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25sbGR6RjVOVUpaYlVoZk9XWmZSMFp4ZUhKNVNuYxAB,5,"Makanannya OK, pelayanannya juga OK dan satset. Terima kasihJenis perjalanan… Lainnya",makan layan satset terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT20xMWJWUmpTRVUxTlZWWE5GZ3hkVVE1Wm5sb2JYYxAB,5,"menarik nih hotel, desainnya klasik otentik, serasa lagi di borobudur kalo ke hotel ini🤩 …Grup perjal… Lainnya",tarik hotel desain klasik otentik serasa borobudur kalo grup perjal,positif,positif,4
