review_id,rating,review,Clean_Text,label,label_lexicon,lex_score
Ci9DQUlRQUNvZENodHljRjlvT2pGT01sSnRUVE5NWjFjemJGSldTeTEwWTBKWFVrRRAB,5,BekerjaKamar: 5Layanan: 5Lokasi: 5,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pkWlUwRXdVVXRITVdkRllrbEhSVFJOUzBsaFdWRRAB,5,pelayanan mba Asa sangat baik dan bagus terimakasi mba Asa. hotel yg recommendedKamar: 5Layanan: 5Lokasi: 5,layan bagus terimakasi hotel recommended,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xGaVkwZHNVVTV3ZG1acVkwMVZUbnBCUTNSUk1tYxAB,5,Bekerja,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21Oc1MwWXRiMEZCYVZZMVNrazBVVk5LV2xFMFNtYxAB,5,Hotelnya sangat nyaman dan pelayanan mba asa sangat membantuKamar: 5Layanan: 5Lokasi: 5,hotel nyaman layan bantu,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25Kck9UUlJOM0V3YjNKR1IyTXdjblY2YjJzdE5YYxAB,5,Pelayanan Idris baik dan ramahJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5KamarbaikAktivitas di sekitarmenyenangkanKeamanankondusifArea untuk berjalan kakimenyegarkanMakanan & minumancukupDetail pentingmemuaskanSorotan hotelTenang,layan ramah kamarbaik aktivitas sekitarmenyenangkan keamanankondusif area jalan kakimenyegarkan makan minumancukup detail pentingmemuaskan tenang,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xkMFZrTnZhVlo2WVhwWVlVTkhaSEZCVGxGSlRWRRAB,5,"Toiletnya bersih banget wangiii
Terimakasih mbak zahrahKamar: 5Layanan: 5Lokasi: 5",toilet bersih banget wangi terimakasih,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25ScVdFZzJjRFp4T1dKSmNqbGhXVVZmZUZsNlVWRRAB,5,BEKERJAJenis perjalananLiburanGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelHarga terbaik,bekerjajenis jalan libur harga,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21nNVVtbFdiamhyTmt4SmNVUlBjVFZyTTNOM2VIYxAB,5,Bekerja.Kamar: 5Layanan: 5Lokasi: 5,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25kSlNrNXRYMHRQY2xOMVFqaEhjRmt0U0UxV1NWRRAB,5,"Sarapan enak, cukup lengkap, kamar bagus. Terimakasih mba MiftahKamar: 5Layanan: 5Lokasi: 5",sarapan enak lengkap kamar bagus terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25WS1RGb3RTM0ZyTWxodlIycE5ha1pSWnpkeE0yYxAB,5,tempatnya nyaman...pelayanan dr mas idris sangat ramah,nyaman layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pWME1VNWtWMDkzUmw5dGMzVlZUM1U0ZURaeWNsRRAB,5,"tempatnya nyaman bersih, stafnya juga ramah ramah 😊
-yudiJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah",nyaman bersih staf ramah mewah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t3NE0yVndRVTA0VFdNd2QwaHFSR2xQYzBvMlRuYxAB,5,"bersih bangettt, staffnya ramah ramah terutama kak Yudi keren!!!🌟🌟🌟🌟🌟Kamar: 5Layanan: 5Lokasi: 5",bersih banget staff ramah utama keren,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xoeVRFOXpkR3RZWldwVFZVbDBSMkY1ZG5Nd09VRRAB,5,Pelayanannya sangat memuaskanJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5KamarSangat nyamanAktivitas di sekitarNyamanKeamananMantapArea untuk berjalan kakiNyamanMakanan & minumanCocok dgn lidahDetail pentingDatang saja ke Hotel AlanaSorotan hotelCocok untuk anak-anak,layan puas kamar nyaman mantap cocok lidah hotel alana,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2pGaE5YSllMVXB3VlVka2VsVnliV2xSYmsxaWJrRRAB,5,Asa dan chelsi goodKamar: 5Layanan: 5Lokasi: 5,good,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xreE1WVndXV0k1UkVwMU5raExaRGN6WDFWQ1ZFRRAB,5,Showing alana yang bagus dan estetik di bantu staff  yang selalu baik menemani terimakasih untuk mas rendra yang melayani dengan  ramahKamar: 5Layanan: 5Lokasi: 5,showing alana bagus estetik bantu staff tani terimakasih layan ramah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xKTFkweENkMXBuWTFSdk0xcFlRbU5wYnpaa1RGRRAB,5,"Bagus alana tempat meeting dan pelayanannya sangat baik dan garcep, Terimakasih mas rendraKamar: 5Layanan: 5Lokasi: 5",bagus alana meeting layan garcep terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t4UmNHNVRTMlo0YzJkYU5VdG1ibUZ4VlU5SloxRRAB,5,"Terimakasih mas idris atas bantuannya dalam menghandle event dengan lancar,makanan semuanya enak,Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5",terimakasih bantu menghandle event lancar makan enak,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21SNWJUQjBUR2cxTUZWVlJGOTRNbXRPTUVkeFNrRRAB,5,"makanan bervariatif,ballroom luas,pelayanan idris memuaskan dan ramahLayanan: 5Lokasi: 5",makan variatif ballroom luas layan puas ramah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2w5V1UwdDNNWGM1ZEZKTlNYWjBWMUJaWVVkZmNtYxAB,5,"ballroom alana luas bnaget, sangat rekomended, bertemu staff bernama mas rendra yang sangat baikKamar: 5Layanan: 5Lokasi: 5",ballroom alana luas bnaget rekomended temu staff nama,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xGMFlqZHhhMVZuZWxCck4yZEpTV3RzY2pKalkxRRAB,5,"pelayanan waiter idris good,makanan enak",layan waiter good makan enak,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xnelJqbDJNVGgzUzI5ek5HRTNXa1Z1U1dJd2RsRRAB,5,"Over all Alana jalan Palagan okay.Dari pelayanannya,tempat yang disediakan.Toilet juga bersih..Ada kak Zahrah yang sangat membantu.Jenis perjalananBisnisGrup perjalananPasanganKamar: 5Layanan: 5Lokasi: 4Sorotan hotelHarga terbaik",over alana jalan palagan layan sedia toilet bersih bantu harga,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2t4VWFXZFBhbFZ2Y1hjeldFeDJNMk5YUldSNGJIYxAB,5,"Lokasi luas, resroom bersih, ballroom luas staf ramah"" Terimakasih mas aldiKamar: 5Layanan: 5Lokasi: 5",lokasi luas resroom bersih ballroom staf ramah terimakasih,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tSeFJIZzBiSFJ1UlVWSE9EZFhlRzQxUmtOQmJHYxAB,5,Zahrah kebersihan bagus bangetKamar: 5Layanan: 5Lokasi: 5,bersih bagus banget,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2s5S1RrTjZaRWxYYlhsSlNWVmtXVlp3YldsaU9VRRAB,5,"Sangat menarik...
Dengan pelayan yang ramah (mba zahrah dan mas ali)Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah",tarik layan ramah mewah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xCNk5WQjJZWEpOWDNjNGNFUkdkR2hHTUV4MVdIYxAB,5,"Makananya enak dan pelayananya maksimal
IdrisLayanan: 5Lokasi: 5",makananya enak pelayananya maksimal,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21zM1Rrc3pSMTkwUzJkTFNWSTNUVVZUT0hKeGJYYxAB,5,NyamanJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelTenang,nyaman tenang,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21kNGVrOVlabVZZVDNkU1kxZFNTMEpyZUhoTFowRRAB,5,"Makanan lezat bergizi
Pelayanan waiters Idris topKamar: 5Layanan: 5Lokasi: 5",makan lezat gizi layan waiters bagus,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pWM0xVSTVUalJ3VG5ONVJHWnpjVGR3WTNVNE9VRRAB,5,"Hotelnya nyaman dan cocok untuk acara Gathering perusahaan
Thanks noveliaKamar: 5Layanan: 5Lokasi: 5",hotel nyaman cocok acara gathering usaha thanks,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pVeU1tbHFjRWMwWW14SFJ6aHRjemRTZEdONFJsRRAB,5,Masbroww rendra okee banget sangat helpful. Dessert nya sangat kiyowok sekalii.Kamar: 5Layanan: 5Lokasi: 5,masbroww banget helpful dessert kiyowok,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tVeVVYSmlNV3BPYVV0T01FOTNOSFpzTUhCbWJFRRAB,5,"Staff hotel Mas Firman sangat baik, pelayanan bagus, hotel bagus, jos jis boloJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Cocok untuk anak-anak",staff hotel layan bagus bolo mewah pandang indah cocok,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21ocFIyeDRlVTFCWW05aGJuRjZTa05OYkcxUFZuYxAB,5,"Pelayanan dan service hotel yang bagus.
Petugas dan karyawan a.n. Chelsi dan Nasywa fast respon.Jenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5",layan service hotel bagus tugas karyawan fast respon,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xSWFNISXlRV04xYkZsUVpUZ3pXVzVYZVVsSVdVRRAB,5,"Pelayanan ramah dari mba chelsi, sarapan mantap enakkkKamar: 5Layanan: 5Lokasi: 5",layan ramah sarapan mantap enak,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25wSGQxaDNaMjUxVEdOM1YzUTViRFI2V0U0MlpYYxAB,5,"Seorang barista bernama Firman SabiJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelTenang, Harga terbaik",orang barista nama sabi tenang harga,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xsb2VEZFpTVEZmVlZOekxVNXZPRk5MYlZWalZXYxAB,5,"Sarapan nya enak, lezat, pelayanan mba chelsi juga ramah jossssKamar: 5Layanan: 5Lokasi: 5",sarapan enak lezat layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21wdVRuQlFVbEpxUVc5SmJuQnlWazlHUVhOVldHYxAB,5,Mas Panca dan Fadli pelayanan dan kebersihan ok dan cepat tanggap serta ramahKamar: 5Layanan: 5Lokasi: 5,layan bersih cepat tanggap ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT201UVZFeGFWakJuU0RWTE1HNWhXRW94UzBocVJVRRAB,5,"Bersih dan nyaman.
Terima kasih Panca dan padliJenis perjalananBisnisGrup perjalananPasanganKamar: 5Layanan: 5Lokasi: 4Sorotan hotelMewah, Pemandangan yang indah, Tenang",bersih nyaman terimakasih padli mewah pandang indah tenang,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tSVVIwTjZORWd5YkdGeldHdDBVR3d5Wm1Wc1IyYxAB,5,"Area bersih, terimakasih pak HarunKamar: 5Layanan: 5Lokasi: 5",area bersih terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21WTmVtUkRiV1pVV25nelRrNXhObFJ2TUU1eVNWRRAB,5,Hotel dan pelayanannya sangat memuaskan terutama pak Yudi dan pak Koko...Kamar: 5Layanan: 5Lokasi: 5,hotel layan puas utama,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2prMVJtSlROMVkzTkROTFRWWk9NWGcwYldOSmRHYxAB,5,Hotel bersih nyaman. Pelayanan sangat bagus terutama pak Yudi dan pak kokoKamar: 5Layanan: 5Lokasi: 5,hotel bersih nyaman layan bagus utama,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21nMk1XNTJaRlUzU1dsc01USkRZVzVaTFc1SVUyYxAB,5,"Mba Dea dan mba nasywaJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak, Harga terbaik",mewah pandang indah romantis tenang cocok harga,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2xkc2IwUk1iMFYwT1hOelFuRlRiVkJwUm5sWU0zYxAB,5,"Mb lisa sangat helpfull dan ramah
Makanan selama 5 hari enak semua
Terbaik The alanaJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Harga terbaik, Berteknologi tinggi",helpfull ramah makan enak alana mewah pandang indah tenang harga teknologi,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xOcE5qUktlbVZhWlV4SmRUaFhSWEZDYTJ0VGNsRRAB,5,"Semua fasilitasnya bagus, selalu puas dengan pelayanan disini, terutama Rendra dan staf lainnya yang profesional dan baik dalam pekerjaannya.Kamar: 5Layanan: 5Lokasi: 5",fasilitas bagus puas layan utama staf profesional kerja,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21GemIycHJMUzE2WTFWcmVWUnJUWHBYV1RSalUwRRAB,5,"Hotel nya nyaman banget, kamar nya bagus, karyawan nya baik Asa dan NasywaKamar: 5Layanan: 5Lokasi: 5",hotel nyaman banget kamar bagus karyawan,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2xkZlNYTTVURGs0WDJJMGNXNHlMVmhqWmpSMWRWRRAB,5,"Asa dan nasywa kamar bersih dan bagusJenis perjalananBisnisGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelTenang, Harga terbaik",kamar bersih bagus tenang harga,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xWNVYxTlRhMVZXVTNnMVptZGZWRFZ6TW1KVGJsRRAB,5,Asa dan Nasywa goodKamar: 5Layanan: 5Lokasi: 5,good,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21KbFFUSm5VbXRFWTBWdk4wNVdlbGRPWlhOT1NWRRAB,5,Asa dan Nasywa goodKamar: 5Layanan: 5Lokasi: 5,good,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25GdWRHUlZlWHBMZUdVMFkxQmZaamh1Y1RCTFYwRRAB,5,Terima kasih mba Nasywa dan Mba Asa. Terbaik 😁😁Kamar: 5Layanan: 5Lokasi: 5,terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25ac1RUUTVlRE00Vkd4QmJGcDZiSEZpUkdjMGRYYxAB,5,"Hotelnya nyaman

Direkomendasikan oleh Mba Asya dan Mba NaswaKamar: 5Layanan: 5Lokasi: 5",hotel nyaman rekomendasi asya naswa,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT20xNVZuSk5hRk5LYUVOSlp6WTBPVWhaYmpGVVJYYxAB,5,Nasywa dan Asa GoodKamar: 5Layanan: 5Lokasi: 5,good,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25KdVRsOTJZbDlSUzI1RFIwSnZZMVpVUm5SclFVRRAB,5,hotel yg sangat ramai tetep ramah pelayanannya oleh mas gholibKamar: 5Layanan: 5Lokasi: 5,hotel ramai tetep ramah layan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t0Q1pWVlhUM0JuV0dKR05HUXdhWGR6VVVZMGFFRRAB,5,NASYWAJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah,nasywajenis jalan bisnis mewah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21OV2RuVlpZbnB0VG1KdE0wTm1kMVJZTkd4TlJGRRAB,5,Hotel terbaik di Yogyakarta,hotel yogyakarta,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25CVlZVTnJUVGhzTjBSd2MybFJRV3B0U201QmMwRRAB,5,pelayanan mas Aditya sangat ramah banget murah senyumLayanan: 5Lokasi: 5,layan ramah banget murah senyum,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pKMll6UldUamxuYjNWQ09UaFNhR0UzVWxNeE4xRRAB,5,Event yg sangat lancar di bantu mas Aditya yg sangat help fullLayanan: 5Lokasi: 5,event lancar bantu help full,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tWblprSTVNME5MTUZsT1VXTTFWR3RIVFc5TFJXYxAB,5,"makanan bervarian dan enak banget
mas Aditya sangat membantu
thanksLayanan: 5Lokasi: 5",makan varian enak banget bantu thanks,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pOUFYzSlJkazE0VWxWUmRFaFJkMk14TWs1V2FIYxAB,5,"pelayanan mas Aditya sangat ramah dsn murah senyum
makanana enak enak

thank mas AdityaLayanan: 5Lokasi: 5",layan ramah murah senyum makanana enak thank,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2twWk1scHlUbVl0TkRsdmFuRjFTVVpmWjJ0SGRFRRAB,5,Terimakasih novelia dan nasywA,terimakasih nasyw,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2poMmVrRXlabVJWT0dKYVZWTmZOa1l3Um1ocGRHYxAB,5,"Lobbnya bersih banget , stafnya ramah sehat selalu kak pinastiKamar: 5Layanan: 5Lokasi: 5",lobbnya bersih banget staf ramah sehat,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2treVR6TndTVU56UTA5cVdqWllUVmRNY0VkWlUwRRAB,5,"Hotel yang bagus dengan layanan yang luar biasa. Makanannya lezat dan kamarnya bersih. Mbak Miftah sangat membantu. Dia membantu menyediakan layanan kamar dan juga di restoran. Pengalaman menginap yang menyenangkan di Alana Palagan, saya akan kembali lagi nanti!Kamar: 5Layanan: 5Lokasi: 5",hotel bagus layan makan lezat kamar bersih bantu sedia restoran alam inap senang alana palagan,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT200MFF6RkhVbXBJTjNKSFZIWjJPVVp2TTNKTlFWRRAB,5,"Kamarnya bersih sangat mebantu banget pelayananya
Terkusus mbk fortun😊😊Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis",kamar bersih mebantu banget pelayananya fortun mewah pandang indah romantis,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pGNE1ISkNZVFYwWldsblNGRlBkV1JhWkd4NlRFRRAB,5,"Hotelnya bikin berkesan , bersih wangi dan nyaman

#pinastiGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Romantis, Harga terbaik",hotel bikin kesan bersih wangi nyaman mewah romantis harga,positif,positif,5
Ci9DQUlRQUNvZENodHljRjlvT2twWE9GSTVaRE5oWVdKdFFYcGhWM1JJWkRodlIwRRAB,5,"Kamarnya rapi , lobby wangi dan bersih , mas pinastiKamar: 5Layanan: 5Lokasi: 5",kamar rapi lobby wangi bersih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xacVRUZHRlREl3T1RsV1JrRmFYMjAzZEZobVUxRRAB,5,"Thanks kak Asa atas layanannya, best experience everJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Harga terbaik",thanks layan experience ever mewah pandang indah romantis harga,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT25SSldIVXpUVVZ6WVVWMlVHSXRUM2RoU21aWloyYxAB,5,Bekerja,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pVM1psQkVZV3hwTjNaSExUaDFhazV2UzBKT1RHYxAB,5,Ballroomnya bersih luas dan wangi mas pinasthi oke 👍👍Grup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelPemandangan yang indah,ballroomnya bersih luas wangi pandang indah,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2paVmFteG5YMUJNVm1KS2NIZFRUbEk1ZWxGb1gzYxAB,5,"hotel bagus dan mewah kebersihan terjaga
baik dari oamar dan area sekitar
terimakasih mas fadliKamar: 5Layanan: 5Lokasi: 5",hotel bagus mewah bersih jaga oamar area terimakasih,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21oTmJVdG5PVk5JV1hSbGRrMXVTVWcyZDFNemVWRRAB,5,"Kebersihan kamar dan juga areanya terjaga
Terimakasih Alana
Staff ramah dan helpful
Mas FadliKamar: 5Layanan: 5Lokasi: 5",bersih kamar area jaga terimakasih alana staff ramah helpful,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25Sb2NEZHFhemczUjJ0b1JFOW5hRkJOZVhsS1ZFRRAB,5,Pelayanannya bagus dan makanannya enak enak terimakasih mas Dedi telah bantu di Indomobil thnkKamar: 5Layanan: 5Lokasi: 5,layan bagus makan enak terimakasih bantu indomobil thnk,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21jeFF6TmpObkpQT0RNMGEycEdPRTV3Y0c5UGNtYxAB,5,"Hotelnya luas , nyaman dan bersih mbk ika & mbk arista housekeepingKamar: 5Layanan: 5Lokasi: 5",hotel luas nyaman bersih arista housekeeping,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2t4UmNWRXpSR05NTkRkeFNHTjFXVmRKWTFGSFNXYxAB,5,Pak harun mantapKamar: 5Layanan: 5Lokasi: 5,mantap,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tKVmEySTRWblJsUWt0VFZtNVZTMVZsVmtsemRVRRAB,5,"Ballroom Alana luas, pelayanan ramah bertemu dengan ms rendra",ballroom alana luas layan ramah temu,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2poV1JteGhSRXd4UnpKVWJqVlljMmhNUms5T2RuYxAB,5,sangat puas...Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah,puas mewah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t0clNtVmhjV3RDYW5sYWMwaFJRemRFWVUxSVFrRRAB,5,"makanannya banyak bervariasi stafnya ramah dan banyak membantu,terima kasih mba miftahKamar: 5Layanan: 5Lokasi: 5",makan variasi staf ramah bantu terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tRNWFYUlZORE15YnpCMk9UTjJVRTVCV2xZeVNFRRAB,5,"Pelayanannya ramah, t4nya nyaman, dan breakfastnya enak, mba nisa goodKamar: 5Layanan: 5Lokasi: 5",layan ramah nyaman breakfastnya enak good,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pjMFUwcE1jbkpLT0U5bldGcFJXVW8yZDFKUlQzYxAB,5,"Tempat nya nyaman, menu nya enak , pegawainya ramah  .
Tag. YUDIKamar: 5Layanan: 5Lokasi: 5",nyaman menu enak pegawai ramah yudikamar,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2w5cFRXRnlkRWhWTTFvNFVHNTBWbnBqWkdWRlRVRRAB,5,"Hotel nya nyaman, pelayanannya baik a.n nisa FBSJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Kamar1708Sorotan hotelMewah",hotel nyaman layan fbsjenis jalan libur mewah,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tZd05rbENWa1V5UTE5UlVtaE9NMHBuZDBsUFJIYxAB,5,Terima Kasih atas hospitality Mba Nasywa dan Pak Bowo selama kami menginap di AlanaKamar: 5Layanan: 5Lokasi: 5,terimakasih hospitality inap alana,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT200M1RtTlhlbXRRTUV4WVZ6RjFRVU4wUXpjdFNYYxAB,5,"Pengalaman menginap dan aktivitas di hotel ini sangat menyenangkan dan berkesan. Pelayanannya bintang 5. Sangat cepat dan ramah. Jika ada kesempatan, saya pasti akan kembali ke hotel ini saat ke Yogyakarta.Kamar: 5Layanan: 5Lokasi: 4",alam inap aktivitas hotel senang kesan layan bintang cepat ramah yogyakarta,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xwNU9WWjVkamRKY0VrM2RERlFXbXhST1VVNUxVRRAB,5,"Lokasinya  tidak jauh Dr rumah.Jenis perjalananLiburanGrup perjalananKeluargaLayanan: 5Lokasi: 5Aktivitas di sekitarSiipSorotan hotelMewah, Tenang",lokasi rumah mewah tenang,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pRMlEybHROV1JDWWxNNFVuZFlUWFZXZGt0RlZtYxAB,5,Makanan dan pelayanan bernama mas idris mantap sekaliKamar: 5Layanan: 5Lokasi: 5,makan layan nama mantap,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT20xcVoxYzVURWxsYVcxclVGZEVUV2RQWHpaNWJtYxAB,5,"Makanan nya enak, mantap
Pelayanan mas Idris gacoorrKamar: 5Layanan: 5Lokasi: 5",makan enak mantap layan gacoorr,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tvM2R6bEVjVlJTTTFoWVFtSTVVbFJMVUdSTFkwRRAB,5,"Ada gym, kamarnya enak dan bersihJenis perjalananLiburanGrup perjalananPasanganKamar: 5Layanan: 5Lokasi: 5Area untuk berjalan kakiBisa jalan kaki dan deket ke tempat tujuan kulinerSorotan hotelHarga terbaik",kamar enak bersih jalan kaki deket tuju kuliner harga,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tWMFpqZHhZbXR5WnpCQ2RrSmpRWEE1YkdkSVUxRRAB,5,"Baguss bersih dan wangi sangat oke
(Putri-panca)Kamar: 5Layanan: 5Lokasi: 5",bagus bersih wangi,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2twRlkxOUNiRmhhUWtGNmNHWTJXakZLYkhCdVEwRRAB,5,Area toilet sangat bersih dan wangi. #putri #pancaJenis perjalananLiburanKamar: 5Layanan: 5Lokasi: 5,area toilet bersih wangi,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21SVlEwVmtiM3AzTW1kUFJURmhORkJQWVVGaFpXYxAB,5,"Pertama kali saya di siniJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Makanan & minumanSaya bertemu dengan seorang pelayan, dia ramah dan membantu. Namanya Dea. Terima kasih 🙏Sorotan hotelMewah",kali temu orang layan ramah bantu terimakasih mewah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21sblpVUXlZMmgxTmxWSldYWTVhVmxGUkdaSk1rRRAB,5,"Pelayanan oke, fasilitas mantabs

Terima kasihKamar: 5Layanan: 5Lokasi: 5",layan fasilitas mantabs terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pabFJFWmpURVV5ZDNoQlozb3dYMWRaWW1kUVRFRRAB,5,Ballroom Luas dan tinggi (Nasywa)Kamar: 5Layanan: 5Lokasi: 5,ballroom luas,positif,positif,1
ChdDSUhNMG9nS0VJQ0FnSUN2bXZQYmt3RRAB,5,"Hotel nya bersih pelayanannya bagus👍👍
Mas fajarKamar: 5Layanan: 5Lokasi: 5",hotel bersih layan bagus fajar,positif,positif,1
