review,token
Breakfast lengkap dan sangat enak pelayanan mbak lena juga baik,"['breakfast', 'lengkap', 'sangat', 'enak', 'layan', 'mbak', 'lena', 'baik']"
Menyenangkan hanya aja ada berisik potong keramik. Debunya ke kolam.. kamarnya ac dan tatanannya bagus profesional.,"['senang', 'saja', 'berisik', 'potong', 'keramik', 'debu', 'kolam', 'kamar', 'ac', 'tatanan', 'bagus', 'profesional']"
"kamarnya bagus hotelnya gede bgt..fasilitas komplit.pelayananya ramah cantik""lagi.letaknya strategis .lain waktu bolehlah sini lagi.","['kamar', 'bagus', 'hotel', 'gede', 'sangat', 'fasilitas', 'komplit', 'pelayananya', 'ramah', 'cantik', 'letak', 'strategis', 'waktu', 'boleh', 'sini']"
Kebersihan kamar dan juga kamar mandi membuat saya merasa betah dan nyaman untuk beristirahat setelah melakukan perjalanan yang cukup panjang di hotel ini. para staff juga ramah dalam melayani jadi sangat rekomended untuk teman-teman yang sedang mencari hotel,"['bersih', 'kamar', 'kamar', 'mandi', 'buat', 'rasa', 'betah', 'nyaman', 'istirahat', 'laku', 'jalan', 'cukup', 'panjang', 'hotel', 'para', 'staff', 'juga', 'ramah', 'layan', 'jadi', 'sangat', 'rekomended', 'teman', 'teman', 'sedang', 'cari', 'hotel']"
Ukuran kamarnya luas dan ada balkonnya.. kasur empuk dan bersih. Jd nyaman bgt nginep di hotel ini,"['ukur', 'kamar', 'luas', 'ada', 'balkon', 'kasur', 'empuk', 'bersih', 'jd', 'nyaman', 'sangat', 'nginep', 'hotel']"
"pelayanan sangat baik, kamar ok, makanan sarapan baik","['layan', 'sangat', 'baik', 'kamar', 'makan', 'sarap', 'baik']"
"Pelayanan oke, dapet upgrade kamar pula, tempat strategis dan overall recommended …","['layan', 'oke', 'dapet', 'upgrade', 'kamar', 'tempat', 'strategis', 'overall', 'recommended']"
"Untuk Hotelnya ok dan nyaman, Bersih, dengan pelayanan nya bagus dan sangat memuaskan, untuk menu sarapan nya lumayan enak dan banyak .. over all memuaskan ..","['hotel', 'nyaman', 'bersih', 'layan', 'bagus', 'sangat', 'muas', 'menu', 'sarap', 'lumayan', 'enak', 'dan', 'banyak', 'over', 'all', 'muas']"
"overall bagus seperti mercure lainnya, cuma kalo di lantai paling atas alias top floor itu suara chiller nya lumayan terdengar di beberapa kamar (seperti suara vacuum). selebihnya oke, pelayanan ramah, lokasi strategis","['overall', 'bagus', 'mercure', 'lain', 'cuma', 'kalo', 'lantai', 'paling', 'atas', 'alias', 'top', 'floor', 'suara', 'chiller', 'lumayan', 'dengar', 'beberapa', 'kamar', 'suara', 'vacuum', 'lebih', 'oke', 'layan', 'ramah', 'lokasi', 'strategis']"
"Kedua kalinya menginap Hotel Grand Mercure Yogyakarta Adisucipto dengan sangat nyaman. Kamar sangat bersih dan rapih, untuk restonya menyedikan banyak pilihan makanan dan semuanya enak 😊 …","['dua', 'kali', 'inap', 'hotel', 'grand', 'mercure', 'yogyakarta', 'adisucipto', 'sangat', 'nyaman', 'kamar', 'sangat', 'bersih', 'rapih', 'restonya', 'dik', 'banyak', 'pilih', 'makan', 'semua', 'enak']"
Bagus tempat nya tp sangat disayangkan restoran nyadi lantai 8 biasanya yg lain di lt 1 atau lobby tp tidak mengecewakan makanannya,"['bagus', 'tempat', 'tapi', 'sangat', 'sayang', 'restoran', 'nyadi', 'lantai', 'biasa', 'yang', 'di', 'lt', 'lobby', 'tapi', 'kecewa', 'makan']"
"kamarnya sangat nyamann, pelayan dan bagian reservasi cepat serta efisien. senengg dan rekomendasi banget pokoknya untuk jadi pilihan menginap saat berkunjung ke jogja.","['kamar', 'sangat', 'nyamann', 'layan', 'bagi', 'reservasi', 'cepat', 'efisien', 'senengg', 'rekomendasi', 'banget', 'pokok', 'jadi', 'pilih', 'inap', 'kunjung', 'jogja']"
"Untuk sarapannya sangat enak
Dibantu oleh Lena","['sarap', 'sangat', 'enak', 'bantu', 'lena']"
"Untuk restoran menu sangat lengkap dan bersih, staf ramah saya sambut dengan mbak thania. Terimakasih","['restoran', 'menu', 'sangat', 'lengkap', 'bersih', 'staf', 'ramah', 'sambut', 'mbak', 'thania', 'terimakasih']"
"Hotel bersih dan makanannya lumayan bervariasi, enak-enak... Kalau bisa ditambahkan fasilitas minimarket agar para pelanggan diberikan kemudahan jika ada keperluan mendadak, misal obat2an, pembalut wanita, dll... Sukses selalu grand mercure hotel","['hotel', 'bersih', 'makan', 'lumayan', 'variasi', 'enak', 'enak', 'kalau', 'tambah', 'fasilitas', 'minimarket', 'para', 'langgan', 'beri', 'mudah', 'ada', 'perlu', 'dadak', 'misal', 'obat', 'an', 'balut', 'wanita', 'sukses', 'selalu', 'grand', 'mercure', 'hotel']"
"Update
sudah ada improvement makanan ok kamar ok …","['update', 'ada', 'improvement', 'makan', 'kamar']"
"Sarapannya oke, kamarnya juga bagus, servicenya oke.. recommended!","['sarap', 'oke', 'kamar', 'bagus', 'servicenya', 'oke', 'recommended']"
"makanannya enak cocok, mantap, pelayanannya juga ramah","['makan', 'enak', 'cocok', 'mantap', 'layan', 'ramah']"
"Sarapan nya enak dan banyak varian, pelayanan staf sangat ramah khusus nya mba salma, terima kasih","['sarap', 'enak', 'banyak', 'varian', 'layan', 'staf', 'sangat', 'ramah', 'khusus', 'mba', 'salma', 'terima', 'kasih']"
Breakfast nya enak. Dilayani dengan baik oleh mbak silvia,"['breakfast', 'enak', 'layan', 'baik', 'mbak', 'silvia']"
Untuk makanannya sangat bervariasiii mulai dari makanan berattt sampai dessertt adaaa dann enakk jugaa makanannya,"['makan', 'sangat', 'bervariasiii', 'mulai', 'makan', 'berattt', 'dessertt', 'adaaa', 'dann', 'enakk', 'jugaa', 'makan']"
"Hotel yang sangatt bagus, pelayanannya ramah terutama untuk staff nya sangatt bagus sekalii the best lahh pokoknya","['hotel', 'sangatt', 'bagus', 'layan', 'ramah', 'utama', 'staff', 'sangatt', 'bagus', 'sekali', 'the', 'best', 'lahh', 'pokok']"
"Belum terbiasa men service tamu dengan jumlah banyak,
Perlu ditingkatkan lagi soal ini","['biasa', 'men', 'service', 'tamu', 'jumlah', 'banyak', 'perlu', 'tingkat', 'soal']"
"hotel ternyaman, fasilitas lengkap, kamar nyaman, makanannya juga enak, ditambah pelayanan yang profesional, next time klo kejogja nginep disini lagi pastii . cocok buat yang liburan bareng keluarga.","['hotel', 'nyaman', 'fasilitas', 'lengkap', 'kamar', 'nyaman', 'makan', 'enak', 'tambah', 'layan', 'profesional', 'next', 'time', 'kalau', 'kejogja', 'nginep', 'sini', 'pasti', 'cocok', 'buat', 'libur', 'bareng', 'keluarga']"
"Long weekend kmrin keJogja sma keluarga, late co dihotel karna kami keprambanan dlu.bgtu smpe hotel agak kerepotan krna koper bnyak tapi staff sigap langsung bantuain pdhal lobby ramai org karna mmg musim liburan kali ya, kami dpt kamar …","['long', 'weekend', 'kmrin', 'kejogja', 'sma', 'keluarga', 'late', 'co', 'hotel', 'karna', 'keprambanan', 'dlu', 'bgtu', 'smpe', 'hotel', 'kerepot', 'krna', 'koper', 'bnyak', 'staff', 'sigap', 'langsung', 'bantuain', 'pdhal', 'lobby', 'ramai', 'org', 'karna', 'mmg', 'musim', 'libur', 'kali', 'kami', 'dpt', 'kamar']"
Pertama kali iftar disini. Menunya bervariasi dan enak². Pelayanan servicenya good. Paling suka viewnya cakep poll bikin kumpul² makin berkesan..,"['pertama', 'kali', 'iftar', 'sini', 'menu', 'variasi', 'enak', 'layan', 'servicenya', 'good', 'paling', 'suka', 'viewnya', 'cakep', 'poll', 'bikin', 'kumpul', 'makin', 'kesan']"
"Menu sarapannya enakkkkkk👌....
Dibantu pelayanan oleh kak Lena ^^ …","['menu', 'sarap', 'enakkkkkk', 'bantu', 'layan', 'kak', 'lena']"
Menu makanan sudah cukup berfariasi dan rasa sudah cukup nyaman. Tempat juga cukup memadai.  Dibantu oleh training atas nama Lena.,"['menu', 'makan', 'cukup', 'berfariasi', 'rasa', 'cukup', 'nyaman', 'tempat', 'cukup', 'pada', 'bantu', 'training', 'atas', 'nama', 'lena']"
"Salad enak
Bubur ayam enak...","['salad', 'enak', 'bubur', 'ayam', 'enak']"
Nyaman dan menu resto nya enak,"['nyaman', 'menu', 'resto', 'enak']"
Pelayanan sangat bagus,"['layan', 'sangat', 'bagus']"
"Kamar nya bersih, pelayanan nya ramah dan menu breakfast nya banyak dan enak... Top bgttt...","['kamar', 'bersih', 'layan', 'ramah', 'menu', 'breakfast', 'banyak', 'enak', 'top', 'sangat']"
"Varian makanan banyak dan lengkap, rasanya enak, untuk pelayanan nya sangat baik dan juga ramah.","['varian', 'makan', 'banyak', 'lengkap', 'rasa', 'enak', 'layan', 'sangat', 'baik', 'juga', 'ramah']"
"namanya grand mercure tp pelayanan dan roomnya ga kayak bintang 5. beda bgt sama grand mercure di kota-kota lain, bahkan sama mercure hotel aja kalah jauh. airnya cleo, handuknya udh abu-abu, setrikaan harus minta, barang2 di bathroom banyak yg berkerak, tisue ruangan bau kecoa, bantalnya dan spreinya bau minyak gosok.","['nama', 'grand', 'mercure', 'tapi', 'layan', 'roomnya', 'tidak', 'kayak', 'bintang', 'beda', 'sangat', 'sama', 'grand', 'mercure', 'kota', 'kota', 'bahkan', 'sama', 'mercure', 'hotel', 'saja', 'kalah', 'jauh', 'air', 'cleo', 'handuk', 'sudah', 'abu', 'abu', 'setrika', 'minta', 'barang', 'bathroom', 'banyak', 'yang', 'kerak', 'tisue', 'ruang', 'bau', 'kecoa', 'bantal', 'spreinya', 'bau', 'minyak', 'gosok']"
Rasa sarapan di hotel grand marcure pagi ini luar biasa...mb lena melayani kami dengan baik sekali...👍👍👍 …,"['rasa', 'sarap', 'hotel', 'grand', 'marcure', 'pagi', 'luar', 'biasa', 'mb', 'lena', 'layan', 'dengan', 'baik', 'sekali']"
Pengalaman menyenangkan makan pagi di sini dilayani mb Silkia best pelayanannya,"['alam', 'senang', 'makan', 'pagi', 'sini', 'layan', 'mb', 'silkia', 'best', 'layan']"
"Thank you sudah memberikan pelayanan yang baik, kalau kamar jangan di tanya lagi kualitasnya, strategi ke tempat wisata sangat strategis, aman nyaman dan enak","['thank', 'you', 'beri', 'layan', 'baik', 'kalau', 'kamar', 'jangan', 'tanya', 'kualitas', 'strategi', 'tempat', 'wisata', 'sangat', 'strategis', 'aman', 'nyaman', 'enak']"
"Cukup menyenangkan, untuk sarapan standar, menunya cukup variatif
Staffnya baik dan ramah anak …","['cukup', 'senang', 'sarap', 'standar', 'menu', 'cukup', 'variatif', 'staffnya', 'baik', 'ramah', 'anak']"
"Lokasi pusat kota dan pelayanan yang sangat ramah, terutama di restonya, makanannya ga ada yg failed menurut saya 👍🏻 …","['lokasi', 'pusat', 'kota', 'layan', 'sangat', 'ramah', 'utama', 'restonya', 'makan', 'tidak', 'yang', 'failed', 'saya']"
"Hotel bintang 5 yang WORTH IT bangett!! Aku sangat merekomendasikan hotel ini mau buat liburan bareng keluarga, temen"", kantor atau apapun ituuu!! Kamarnya bersihh, luasss, pelayanannya jempolll bangett 🤩🤩 Makanannya juga enak enakkk!! RECOMMENDED 💯💯 …","['hotel', 'bintang', 'worth', 'it', 'bangett', 'aku', 'sangat', 'rekomendasi', 'hotel', 'mau', 'buat', 'libur', 'bareng', 'keluarga', 'temen', 'kantor', 'apa', 'ituuu', 'kamar', 'bersihh', 'luasss', 'layan', 'jempolll', 'bangett', 'makan', 'enak', 'enakkk', 'recommended']"
"kamarnya bagus....pelayanannya bagus.., stafnya ramah dan makananya enak..  bervariasi.","['kamar', 'bagus', 'layan', 'bagus', 'staf', 'ramah', 'makananya', 'enak', 'variasi']"
"Kamar bersih,pelayanan saat check in cepat, room service memuaskan, menu sarapan bervariasi, rasanya enak, dan lokasi strategis","['kamar', 'bersih', 'layan', 'check', 'in', 'cepat', 'room', 'service', 'muas', 'menu', 'sarap', 'variasi', 'rasa', 'enak', 'lokasi', 'strategis']"
"Pelayanan nya oke, makanan nya enak, beberapa kali bukber di hotel jogja, menurut ku ini rasanya palingg worth it ..  sukakk ✨🫶🏻 …","['layan', 'oke', 'makan', 'enak', 'beberapa', 'kali', 'bukber', 'hotel', 'jogja', 'ku', 'rasa', 'palingg', 'worth', 'it', 'sukakk']"
"Kamarnya ok, bersih dan nyaman. Karyawan ramah dan sopan, setiap ketemu tamu selalu memberikan salam dan senyum. Sarapannya variatif dan enak enak semua. Kapan kapan kembali lagi ke sini bersama keluarga. Semoga bisa dapat Price yang bagus buat saya dan keluarga......","['kamar', 'bersih', 'nyaman', 'karyawan', 'ramah', 'sopan', 'ketemu', 'tamu', 'selalu', 'beri', 'salam', 'senyum', 'sarap', 'variatif', 'enak', 'enak', 'semua', 'kapan', 'kapan', 'lagi', 'sini', 'sama', 'keluarga', 'moga', 'dapat', 'price', 'bagus', 'buat', 'dan', 'keluarga']"
"Overall untuk pelayanan hotel sudah oke, mulai dr welcome drink hingga layanan di ballroom dan resto","['overall', 'layan', 'hotel', 'oke', 'mulai', 'dr', 'welcome', 'drink', 'hingga', 'layan', 'ballroom', 'resto']"
"Sangat puas, dari saat check in hingga check out semuanya sangat memuaskan. Saya menginap selama 4 malam dan diberikan upgrade kamar ke Executive room karena saya member Platinum. Sarapan juga menyenangkan, tempat duduk sudah direservasi …","['sangat', 'puas', 'saat', 'check', 'in', 'hingga', 'check', 'out', 'semua', 'sangat', 'muas', 'inap', 'lama', 'malam', 'beri', 'upgrade', 'kamar', 'executive', 'room', 'saya', 'member', 'platinum', 'sarap', 'senang', 'tempat', 'duduk', 'direservasi']"
"Luar biasa bisa menikmati sarapan dengan suana tenang dan pikiran jernih.
Makanan sesuai selera lidah orang indonesia","['luar', 'biasa', 'nikmat', 'sarap', 'suana', 'tenang', 'pikir', 'jernih', 'makan', 'sesuai', 'selera', 'lidah', 'orang', 'indonesia']"
"Lokasi hotel strategis dan mudah dijangkau, dekat dengan bandara Adi Sucipto. Hotel yang bagus dengan pelayanan terbaik, bernuansa candi borobudur. Kamar yang nyaman untuk beristirahat. Ada ruang pertemuan yang besar dengan berbagai …","['lokasi', 'hotel', 'strategis', 'mudah', 'jangkau', 'dekat', 'bandara', 'adi', 'sucipto', 'hotel', 'bagus', 'layan', 'baik', 'nuansa', 'candi', 'borobudur', 'kamar', 'nyaman', 'istirahat', 'ruang', 'temu', 'besar', 'bagai']"
"Pelayanan baik dan ramah, untuk menu restoran bintang 5","['layan', 'baik', 'ramah', 'menu', 'restoran', 'bintang']"
Kamar nya sangat bersih dan sarapan nya lengkap dan juga enak,"['kamar', 'sangat', 'bersih', 'sarap', 'lengkap', 'juga', 'enak']"
"Pertama kali menginap disini, pelayanan dan fasilitas hotel sangat excellent. Semua staff ramah, hotel bersih sangat nyaman","['pertama', 'kali', 'inap', 'sini', 'layan', 'fasilitas', 'hotel', 'sangat', 'excellent', 'semua', 'staff', 'ramah', 'hotel', 'bersih', 'sangat', 'nyaman']"
"Hotel ini sangat direkomendasikan jika Anda mencari kombinasi lokasi strategis, sabun ala budaya lokal, pelayanan hangat, dan fasilitas lengkap. Ideal untuk staycation, keluarga, maupun acara bisnis. Pilih kamar di lantai tinggi dan jauh …","['hotel', 'sangat', 'rekomendasi', 'anda', 'cari', 'kombinasi', 'lokasi', 'strategis', 'sabun', 'ala', 'budaya', 'lokal', 'layan', 'hangat', 'fasilitas', 'lengkap', 'ideal', 'staycation', 'keluarga', 'maupun', 'acara', 'bisnis', 'pilih', 'kamar', 'lantai', 'tinggi', 'jauh']"
"Sangat ramah pelayannya, sarapan pagi nya menu sangat komplit, lezat semua menunya .","['sangat', 'ramah', 'layan', 'sarap', 'pagi', 'menu', 'sangat', 'komplit', 'lezat', 'semua', 'menu']"
"Untuk pelayanananya sangat memuaskan, dan makanannya sangat mantap dan enak sekali👍👍 …","['pelayanananya', 'sangat', 'muas', 'makan', 'sangat', 'mantap', 'enak', 'sekali']"
"pelayanannya oke bangett, kamarnya nyaman. The best👍🏼 …","['layan', 'oke', 'bangett', 'kamar', 'nyaman', 'the', 'best']"
"kamar enak bersih, pelayanan ok banget.","['kamar', 'enak', 'bersih', 'layan', 'banget']"
"Fasilitas bagus. Cuma pakai wifi di room meeting, menggunakan laptop, internet lemot. Padahal sinyal bagus. …","['fasilitas', 'bagus', 'cuma', 'pakai', 'wifi', 'room', 'meeting', 'guna', 'laptop', 'internet', 'lot', 'padahal', 'sinyal', 'bagus']"
"Breakfast nya cocok sekali, enak dan
lengkap. Servisnya oke. Dibantu mba Lena. Terbaik!","['breakfast', 'cocok', 'sekali', 'enak', 'lengkap', 'servis', 'oke', 'bantu', 'mba', 'lena', 'baik']"
"Kamar nyaman, staff ramah, lokasi strategis","['kamar', 'nyaman', 'staff', 'ramah', 'lokasi', 'strategis']"
"Sudah 2 kali menginap disini, dua2nya acara kantor jadi belum sempat explore dan menikmati fasilitas hotel, cuma bolak balik kamar ke meeting room. Makanan lumayan bervariasi dan relatif oke. Lokasi juga strategis, sebelahan dgn Lippo Mall dan ngga jauh dari Ambarukmo Plaza serta bioskop XXI.","['kali', 'inap', 'sini', 'acara', 'kantor', 'jadi', 'sempat', 'explore', 'nikmat', 'fasilitas', 'hotel', 'cuma', 'bolak', 'balik', 'kamar', 'meeting', 'room', 'makan', 'lumayan', 'variasi', 'relatif', 'oke', 'lokasi', 'strategis', 'belah', 'dengan', 'lippo', 'mall', 'ngga', 'jauh', 'ambarukmo', 'plaza', 'bioskop', 'xxi']"
"For all pelayanannya bagus sekali. Kamar oke dan breakfast enak, lengkap. Terima kasih untuk mba Lena, untuk service excellent nya sewaktu di resto.","['for', 'all', 'layan', 'bagus', 'sekali', 'kamar', 'oke', 'breakfast', 'enak', 'lengkap', 'terima', 'kasih', 'mba', 'lena', 'service', 'excellent', 'waktu', 'resto']"
"Overall oke
Nyaman dan sarapannya enak","['overall', 'oke', 'nyaman', 'sarap', 'enak']"
"Pelayanan baik, menu sarapan kurang bervariasi, lokasi strategis hanya jalan didepan hotel sering macet","['layan', 'baik', 'menu', 'sarap', 'kurang', 'variasi', 'lokasi', 'strategis', 'jalan', 'depan', 'hotel', 'sering', 'macet']"
"breakfastnya enak banget
pelayananya ramah banget sm mb lena","['breakfastnya', 'enak', 'banget', 'pelayananya', 'ramah', 'banget', 'sm', 'mb', 'lena']"
Makanan enak dan banyak variasi dan untuk pelayanan memuaskan ramah serta sopan,"['makan', 'enak', 'banyak', 'variasi', 'untuk', 'layan', 'muas', 'ramah', 'sopan']"
"hotel dgn fasilitas lengkap dan pelayanan ramah dari para staffnya, rekomendasi topp bagi yang cari hotel di jogja","['hotel', 'dengan', 'fasilitas', 'lengkap', 'layan', 'ramah', 'para', 'staffnya', 'rekomendasi', 'topp', 'yang', 'cari', 'hotel', 'jogja']"
"Kamarnya nyaman, akses ke jogja dekat semua","['kamar', 'nyaman', 'akses', 'jogja', 'dekat', 'semua']"
Senang sekali disini karena layanan memuaskan ramah dan profesional.. Makanannya enak,"['senang', 'sekali', 'sini', 'layan', 'muas', 'ramah', 'profesional', 'makan', 'enak']"
"Salma, sbg pelayan sangat bahus dlm melayani kita. Kamar, tempat makan sangat tepresentatif. Saya dah 2 kali.","['salma', 'sbg', 'layan', 'sangat', 'bahus', 'dlm', 'layan', 'kamar', 'tempat', 'makan', 'sangat', 'tepresentatif', 'dah', 'kali']"
"HALAL BIHALAL kali ini pake venue di hotel ini
Mulai dari f&B dan ruangan its all good.
Semua disediakan dengan sangat baik.
Sukaaaak🥰 …","['halal', 'bihalal', 'kali', 'pake', 'venue', 'hotel', 'mulai', 'f', 'b', 'ruang', 'its', 'all', 'good', 'semua', 'sedia', 'sangat', 'baik', 'sukaaaak']"
"room spacious, breakfast lengkap ada gudeg dan mie ayam, swimming pool jg oke, .. pelayanan ramah","['room', 'spacious', 'breakfast', 'lengkap', 'gudeg', 'mie', 'ayam', 'swimming', 'pool', 'juga', 'oke', 'layan', 'ramah']"
"Staycation berdua di sini berasa honeymoon. Suasananya tenang, lighting kamar romantis banget","['staycation', 'dua', 'sini', 'asa', 'honeymoon', 'suasana', 'tenang', 'lighting', 'kamar', 'romantis', 'banget']"
"Kamar sangat luar biasa,pelayanan semua dengan ramah serta lokasinya dekat dgn perbelanjaan,semoga selalu melayani dgn hati terus dan rejekinya mengalir terus dan berkah","['kamar', 'sangat', 'luar', 'biasa', 'layan', 'semua', 'ramah', 'lokasi', 'dekat', 'dengan', 'belanja', 'moga', 'selalu', 'layan', 'dengan', 'hati', 'terus', 'rejekinya', 'alir', 'terus', 'berkah']"
Roomsnya kurang oke kalo dibilang bintang 5. Biasanya kalo bintang 5 ada hair dryer. Tapi makannya enak bervariasiiii,"['roomsnya', 'kurang', 'oke', 'kalo', 'bilang', 'bintang', 'biasa', 'kalo', 'bintang', 'hair', 'dryer', 'makan', 'enak', 'bervariasiiii']"
Kamar luas dan bersih sarapan enak  banyak pilihan semua staf hotel ramah lokasi hotel dekat pusat perbelanjaan klo ke jogja pasti nginap lagi disini,"['kamar', 'luas', 'bersih', 'sarap', 'enak', 'banyak', 'pilih', 'semua', 'staf', 'hotel', 'ramah', 'lokasi', 'hotel', 'dekat', 'pusat', 'belanja', 'kalau', 'jogja', 'nginap', 'sini']"
"Kamar oke sesuai ekspektasi, pelayanan sigap dan staff sangat membantu. Terima kasih 👍👍 …","['kamar', 'oke', 'sesuai', 'ekspektasi', 'layan', 'sigap', 'staff', 'sangat', 'bantu', 'terima', 'kasih']"
"Nice place to stay in Jogja. Kamar cukup luas, proses check in check out cepat.
Menu breakfast ok, bervariasi tiap harinya. Tapi tolong petugas di area breakfast ditambah Krn buat bersihin meja harus nunggu lama. Kolam renang cukup luas.","['nice', 'place', 'to', 'stay', 'in', 'jogja', 'kamar', 'cukup', 'luas', 'proses', 'check', 'in', 'check', 'out', 'cepat', 'menu', 'breakfast', 'variasi', 'tiap', 'hari', 'tolong', 'tugas', 'area', 'breakfast', 'tambah', 'krn', 'buat', 'bersihin', 'meja', 'nunggu', 'lama', 'kolam', 'renang', 'cukup', 'luas']"
"Lokasi sangat strategis, dekat mall dan pusat perbelanjaan, fasilitas nya sangat bagus, kamar bersih, makanan nya enak dan banyak variasi, pelayananannya juga oke banget, karyawan ramah dan helpfull 😊 …","['lokasi', 'sangat', 'strategis', 'dekat', 'mall', 'pusat', 'belanja', 'fasilitas', 'sangat', 'bagus', 'kamar', 'bersih', 'makan', 'enak', 'banyak', 'variasi', 'pelayananannya', 'oke', 'banget', 'karyawan', 'ramah', 'helpfull']"
"Stay disini sudah yg ketiga kali ya. Kamar bersih dan luas, amenities lengkap, staf ramah dan responsif, akses sangat strategis krn di pusat kota, rate terjangkau dan saya accor membership juga. F&B enak dan variatif. Terima kasih juga utk Mba Manis atas pelayanannya yg fast response.","['stay', 'sini', 'yang', 'tiga', 'kali', 'kamar', 'bersih', 'luas', 'amenities', 'lengkap', 'staf', 'ramah', 'responsif', 'akses', 'sangat', 'strategis', 'krn', 'pusat', 'kota', 'rate', 'jangkau', 'saya', 'accor', 'membership', 'f', 'b', 'enak', 'variatif', 'terima', 'kasih', 'untuk', 'mba', 'manis', 'atas', 'layan', 'yang', 'fast', 'response']"
"Secara desain interior, hotelnya memang bisa dibilang oldschool (tidak se-modern hotel yang baru dibangun era sekarang). Tapi, pelayanannya memuaskan, stafnya ramah dan kamarnya juga bersih. Secara lokasipun dia tidak di lokasi yang padat hotel sehingga bisa merasakan menjadi penduduk lokal.","['desain', 'interior', 'hotel', 'memang', 'bilang', 'oldschool', 'se', 'modern', 'hotel', 'baru', 'bangun', 'era', 'sekarang', 'layan', 'muas', 'staf', 'ramah', 'kamar', 'bersih', 'lokasi', 'tidak', 'lokasi', 'padat', 'hotel', 'bisa', 'rasa', 'jadi', 'duduk', 'lokal']"
"Tempat di jalan utama. Mudah diakses. Didepan hotel banyak toko dan juga angkringan, dekat dengan rumah sakit. Pelayanan baik, kamar bersih. Ruang pertemuan besar dan bersih. Makanan sangat beragam dan selalu ada menu sup hangat.","['tempat', 'jalan', 'utama', 'mudah', 'akses', 'depan', 'hotel', 'banyak', 'toko', 'juga', 'angkring', 'dekat', 'rumah', 'sakit', 'layan', 'baik', 'kamar', 'bersih', 'ruang', 'temu', 'besar', 'bersih', 'makan', 'sangat', 'agam', 'selalu', 'menu', 'sup', 'hangat']"
"All the best terutama waitress kak silkia  di grand mercure yogya adisucipto pelayanannya the best, ramah dan sigap dalam pelayanannya.","['all', 'the', 'best', 'utama', 'waitress', 'kak', 'silkia', 'grand', 'mercure', 'yogya', 'adisucipto', 'layan', 'the', 'best', 'ramah', 'sigap', 'layan']"
"Hotel yg dekat dengan bandara adi sucipto yogyakarta. Dari dalam kamar atau restonya bisa melihat view gunung merapi bila kondisi cerah. Fasilitasnya pun lengkap, ada tpat gym dan kolam renang, cuma lebih lengkap kalau ada kolam jacuzzi …","['hotel', 'yang', 'dekat', 'bandara', 'adi', 'sucipto', 'yogyakarta', 'dalam', 'kamar', 'restonya', 'lihat', 'view', 'gunung', 'rapi', 'bila', 'kondisi', 'cerah', 'fasilitas', 'lengkap', 'tpat', 'gym', 'kolam', 'renang', 'cuma', 'lebih', 'lengkap', 'kalau', 'kolam', 'jacuzzi']"
"Pelayanan baik, rasa masakan enak, sarannya menu tiap harinya bisa lebih variatif","['layan', 'baik', 'rasa', 'masakan', 'enak', 'saran', 'menu', 'tiap', 'hari', 'lebih', 'variatif']"
"Hotel terletak di jalur utama jalan Adi Sucipto. Dekat dengan bandara Yogya yg lama, bandara Adisucipto. Menu breakfast bervariasi.","['hotel', 'letak', 'jalur', 'utama', 'jalan', 'adi', 'sucipto', 'dekat', 'bandara', 'yogya', 'yang', 'lama', 'bandara', 'adisucipto', 'menu', 'breakfast', 'variasi']"
"Lokasi hotel strategis kemana-mana relatif dekat, staff ramah dan tanggap dalam memberikan pelayanan, proses check in cepat, kamar nya nyaman dan bersih lengkap banget ada bantal guling. Breakfastnya variatif dan rasanya enak-enak. Kl kunjungan ke Jogja lg, Insya Allah bakal balik lg kesini.","['lokasi', 'hotel', 'strategis', 'mana', 'relatif', 'dekat', 'staff', 'ramah', 'tanggap', 'beri', 'layan', 'proses', 'check', 'in', 'cepat', 'kamar', 'nyaman', 'bersih', 'lengkap', 'banget', 'bantal', 'guling', 'breakfastnya', 'variatif', 'rasa', 'enak', 'enak', 'kalau', 'kunjung', 'jogja', 'lg', 'insya', 'allah', 'bakal', 'balik', 'lg', 'kesini']"
Sarapan lengkap ..hanya kurang dimsum ..semua sdh ok ..maaf di kamar ..kurang sedikit terang kalu berhias hrs ke kmr mandi yg lebih terang ..padahal kamar mandi dipakai ... Perlu ada sisir ...di 788 tdk ada ..overall semua ok,"['sarap', 'lengkap', 'kurang', 'dimsum', 'semua', 'sudah', 'maaf', 'kamar', 'kurang', 'sedikit', 'terang', 'kalu', 'hias', 'hrs', 'kmr', 'mandi', 'yang', 'lebih', 'terang', 'padahal', 'kamar', 'mandi', 'pakai', 'perlu', 'sisir', 'tdk', 'overall', 'semua']"
"menu sarapan rasanya enak enak,  ada banyak pilihan menu. mantap

mb lena","['menu', 'sarap', 'rasa', 'enak', 'enak', 'banyak', 'pilih', 'menu', 'mantap', 'mb', 'lena']"
"Terimakasih layanan hotel yang bagus, sarapan dilayani mba Nur, anak magang dari lombok ..","['terimakasih', 'layan', 'hotel', 'bagus', 'sarap', 'layan', 'mba', 'nur', 'anak', 'magang', 'lombok']"
Breakfast nya enak komplit,"['breakfast', 'enak', 'komplit']"
"Hotel nyaman, ramah² ... dan makanan enak²","['hotel', 'nyaman', 'ramah', 'makan', 'enak']"
